mnr;KURZTEXT1;KURZTEXT2;GTIN;INTRASTATNUMMER;MENGENEINHEIT;PE;BRUTTOPREIS 2025;END PREIS;TZ;GEWICHT;B;H;T
3441011;"KM-Rückflussverhinderer o.E. I/I R¾""";;4250204434026;84813099;Stk;1;57,23;;2,50%;0,743;68,0;68,0;87,0
3441012;"KM-Rückflussverhinderer o.E. I/I R1""";;4250204434033;84813099;Stk;1;57,23;;2,50%;0,662;86,0;68,0;68,0
3441013;"KM-Rückflussverhinderer o.E. I/I R1¼""";;4250204434040;84813099;Stk;1;95,28;;2,50%;0,700;86,0;64,0;63,0
3441014;"KM-Rückflussverhinderer o.E. I/I R1½""";;4250204434057;84813099;Stk;1;150,77;;2,50%;1,250;102,0;71,0;69,0
3441015;"KM-Rückflussverhinderer o.E. I/I R2""";;4250204434064;84813099;Stk;1;260,12;;2,50%;1,569;110,0;90,0;90,0
3441016;"KM-Rückflussverhinderer o.E. I/I R2"", Si";;4250204481952;90289090;Stk;1;327,27;;2,50%;1,505;110,0;90,0;90,0
3441021;KM-Rückflussverhinderer o.E. I/I G1x G¾;;4250204483352;84813099;Stk;1;58,09;;2,50%;0,731;68,0;68,0;87,0
3441022;"KM-Rückflussverhinderer o.E. A/A R1""";;4250204486179;90289090;Stk;1;68,27;;2,50%;0,624;80,0;45,0;45,0
3441111;"KM-Rückflussverhinderer m.E. I/I R¾""";;4250204434088;84813099;Stk;1;100,36;;2,50%;0,852;68,0;96,0;99,0
3441112;"KM-Rückflussverhinderer m.E. I/I R1""";;4250204434095;84813099;Stk;1;81,05;;2,50%;0,785;68,0;96,0;99,0
3441113;"KM-Rückflussverhinderer m.E. I/I R1¼""";;4250204434101;84813099;Stk;1;133,33;;2,50%;1,030;104,0;74,0;97,0
3441114;"KM-Rückflussverhinderer m.E. I/I R1½""";;4250204434118;84813099;Stk;1;166,74;;2,50%;1,660;65,0;97,0;120,0
3441123;"KM-Rückflussverhinderer m.E. I/I R¾"" x 1""";;4250204434156;84813099;Stk;1;80,62;;2,50%;0,810;99,0;96,0;68,0
3441127;"KM-Rückflussverhinderer m.E.I/I R¾"" x 1¼""";;4250204434163;84813099;Stk;1;110,10;;2,50%;1,100;100,0;60,0;60,0
3441128;"KM-Rückflussverhinderer m.E.I/I R1"" x 1¼""";;4250204434170;84813099;Stk;1;110,10;;2,50%;1,070;100,0;60,0;60,0
3441132;"KM-Rückflussverhinderer m.E.I/I R1"" x 1½""";;4250204434187;84813099;Stk;1;125,49;;2,50%;1,100;100,0;70,0;70,0
3441133;"KM-Rückflussverhinderer m.E. I/I R1¼""x1½""";;4250204434194;84813099;Stk;1;140,61;;2,50%;1,070;100,0;70,0;70,0
3441212;"KM-Rückflussverhinderer o.E. I/A R1""";;4250204434200;84813099;Stk;1;62,02;;2,50%;0,666;88,0;68,0;68,0
3441213;"KM-Rückflussverhinderer o.E. I/A R1¼""";Baulänge 85 mm;4250204434217;84813099;Stk;1;104,73;;2,50%;0,677;68,0;68,0;84,0
3441214;"KM-Rückflussverhinderer o.E. I/A R1½""";;4250204454741;84813099;Stk;1;157,15;;2,50%;1,250;75,0;75,0;90,0
3441215;"KM-Rückflussverhinderer o.E. I/A R2""";Baulänge 120 mm;4250204434224;84813099;Stk;1;287,30;;2,50%;1,577;90,0;120,0;90,0
3441216;"KM-Rückflussverhinderer o.E. I/A R2½""";;4250204434231;84813099;Stk;1;592,44;;2,50%;2,460;100,0;130,0;100,0
3441311;"KM-Rückflussverhinderer o.E. A/A R¾""";beiderseits Verschraubung;4250204434248;84813099;Stk;1;86,00;;2,50%;0,997;68,0;68,0;186,0
3441312;"KM-Rückflussverhinderer o.E. A/A R1""";beiderseits Verschraubung;4250204434255;84813099;Stk;1;92,82;;2,50%;1,311;204,0;68,0;68,0
3441313;"KM-Rückflussverhinderer o.E. A/A R1¼""";beiderseits Verschraubung;4250204434262;84813099;Stk;1;150,03;;2,50%;1,538;215,0;80,0;80,0
3441314;"KM-Rückflussverhinderer o.E. A/A R1½""";beiderseits Verschraubung;4250204434279;84813099;Stk;1;371,09;;2,50%;3,064;215,0;80,0;80,0
3441315;"KM-Rückflussverhinderer o.E. A/A R2""";beiderseits Verschraubung;4250204434286;84813099;Stk;1;489,04;;2,50%;2,540;125,0;126,0;261,0
3441411;"KM-Rückflussverhinderer o.E. A/A R¾""";beiderseits Verschraubung;4250204434293;84813099;Stk;1;106,61;;2,50%;0,930;68,0;76,0;193,0
3441412;"KM-Rückflussverhinderer o.E.  A/A R1""";beiderseits Verschraubung;4250204434309;84813099;Stk;1;102,71;;2,50%;1,150;210,0;70,0;80,0
3441413;"KM-Rückflussverhinderer o.E. A/A R1¼""";beiderseits Verschraubung;4250204434316;84813099;Stk;1;166,74;;2,50%;1,330;215,0;65,0;80,0
3441414;"KM-Rückflussverhinderer m.E. A/A R1½""";beiderseits Verschraubung;4250204434323;84813099;Stk;1;388,67;;2,50%;2,600;150,0;90,0;90,0
3441415;"KM-Rückflussverhinderer m.E. A/A R2""";beiderseits Verschraubung;4250204434330;84813099;Stk;1;590,10;;2,50%;2,700;125,0;126,0;281,0
3441512;"KM-Rückflußverhinderer o.E. A/I R1""";;4250204434347;84818087;Stk;1;50,84;;2,50%;0,643;141,0;68,0;68,0
3441513;"KM-Rückflußverhinderer o.E. A/I R1¼""";;4250204434354;84813099;Stk;1;68,43;;2,50%;0,677;146,0;66,0;65,0
3441514;"KM-Rückflußverhinderer o.E. A/I R1½""";;4250204454758;84813099;Stk;1;109,52;;2,50%;1,250;86,0;69,0;69,0
3441515;"KM-Rückflußverhinderer o.E. A/I R2""";;4250204434361;84813099;Stk;1;253,89;;2,50%;1,644;182,0;90,0;90,0
3441612;"KM-Rückflußverhinderer m.E. A/I R1 """;;4250204434385;84813099;Stk;1;84,24;;2,50%;0,737;100,0;30,0;45,0
3441613;"KM-Rückflußverhinderer m.E. A/I R1¼""";;4250204434392;84813099;Stk;1;122,30;;2,50%;1,050;106,0;35,0;50,0
3441615;"KM-Rückflußverhinderer m.E. A/I R2""";;4250204434408;84813099;Stk;1;385,62;;2,50%;2,040;90,0;108,0;150,0
3441812;KMR mit Gewinde LA Q3 4 G1;;4250204434507;90289090;Stk;1;67,81;;2,50%;0,862;68,0;68,0;136,0
3441813;KMR mit Gewinde LA Qn 2,5 lang;;4250204454772;90289090;Stk;1;67,81;;2,50%;0,825;146,0;68,0;68,0
3441814;KMR mit Gewinde LA Qn 6;;4250204481969;90289090;Stk;1;77,57;;2,50%;1,126;150,0;68,0;68,0
3441815;KMR für Steigrohr mit Gewinde LA Qn 6;Ausf. Steigrohr-WZ;4250204481976;90289090;Stk;1;100,51;;2,50%;1,136;175,0;40,0;40,0
3441816;KMR mit Gewinde LA Qn 10;;4250204481983;90289090;Stk;1;282,81;;2,50%;0,825;90,0;90,0;170,0
3441863;KMR mit Gewinde LA Q3 4 G1 Si;;4250204463330;90289090;Stk;1;98,77;;2,50%;0,804;136,0;68,0;68,0
3441864;KMR mit Gewinde LA Qn 2,5 lang, Si;;4250204486209;90289090;Stk;1;98,77;;2,50%;0,837;30,0;30,0;65,0
3441866;KMR mit Gewinde LA Qn 6, Si;;4250204470031;90289090;Stk;1;132,17;;2,50%;1,069;151,0;65,0;68,0
3441867;KMR mit Gewinde LA-Stutzen, ST. Qn 6, Si;;4250204470048;90289090;Stk;1;156,01;;2,50%;1,110;100,0;35,0;35,0
3441869;KMR mit Gewinde-LA Qn 10, Si;;4250204486216;90289090;Stk;1;379,32;;2,50%;2,079;90,0;90,0;170,0
3441914;"Standrohr-KMR, Qn 6, G 1½"" x C";;4250204434514;84813099;Stk;1;126,35;;2,50%;2,005;145,0;121,0;98,0
3441915;"Standrohr-KMR, Qn 10, G 2"" x C";;4250204434521;84813099;Stk;1;188,95;;2,50%;2,828;162,0;124,0;98,0
3442013;"Standrohr-KMR I/A R1¼"" EA";;4250204434545;84813099;Stk;1;75,02;;2,50%;0,675;35,0;35,0;70,0
3442014;"Standrohr-KMR I/A R2"" EA";;4250204434552;84813099;Stk;1;267,49;;2,50%;1,574;90,0;90,0;120,0
3442015;"Standrohr-KMR I/A R2"" EA";mit Prüfstopfen;4250204434569;84813099;Stk;1;91,25;;2,50%;0,950;70,0;80,0;70,0
3442016;"Standrohr-KMR I/A R2½"" EB";;4250204434576;84813099;Stk;1;526,38;;2,50%;1,590;94,0;94,0;134,0
3442019;"Standrohr-KMR I/A R1½"" EB";;4250204434583;84813099;Stk;1;87,15;;2,50%;0,736;80,0;70,0;70,0
3442037;"Standrohr-KMR I/A R1¼"" x 2""";;4250204434590;84813099;Stk;1;85,86;;2,50%;0,680;69,0;69,0;82,0
3442313;"Standrohr-KMR  A/A R1¼""";;4250204434613;84813099;Stk;1;74,31;;2,50%;0,608;68,0;68,0;86,0
3442314;"Standrohr-KMR DN40 A/A R2""";;4250204434620;84813099;Stk;1;273,28;;2,50%;1,546;90,0;90,0;120,0
3442315;"Standrohr-KMR A/A R2""";;4250204434637;84813099;Stk;1;91,25;;2,50%;0,710;90,0;63,0;63,0
3442337;"Standrohr-KMR A/A R1¼"" x 2""";;4250204434644;84813099;Stk;1;74,31;;2,50%;0,650;90,0;63,0;63,0
3628111;WZ-Anlage f. WZ ¾x80mm Rp½xR½ Si;KH - Gew-LAV, Niro-Bügel;4250204486223;90289090;Stk;1;93,19;;2,50%;1,170;115,0;85,0;210,0
3628112;WZ-Anlage f. WZ ¾x80mm Rp¾xR¾ Si;KH - Gew-LAV, Niro-Bügel;4250204486230;90289090;Stk;1;93,19;;2,50%;1,143;115,0;85,0;210,0
3628113;WZ-Anlage f. WZ ¾x110/130mm Rp½xR½ Si;KH - Gew-LAV, Niro-Bügel;4250204486247;90289090;Stk;1;93,19;;2,50%;1,230;115,0;85,0;210,0
3628114;WZ-Anlage f. WZ ¾x110/130mm Rp¾xR¾ Si;KH - Gew-LAV, Niro-Bügel;4250204486254;90289090;Stk;1;93,19;;2,50%;1,500;115,0;85,0;210,0
3628115;WZ-Anlage f. WZ ¾x165mm Rp½xR½ Si;KH - Gew-LAV, Niro-Bügel;4250204486261;90289090;Stk;1;93,19;;2,50%;1,270;115,0;85,0;210,0
3628116;WZ-Anlage f. WZ ¾x165mm Rp¾xR¾ Si;KH - Gew-LAV, Niro-Bügel;4250204486278;90289090;Stk;1;93,19;;2,50%;1,243;115,0;85,0;210,0
3628311;WZ-Anlage f. WZ ¾x80mm Rp½xRp½ Si;KH - KH, Niro-Bügel;4250204486285;90289090;Stk;1;110,82;;2,50%;1,551;115,0;85,0;210,0
3628312;WZ-Anlage f. WZ ¾x80mm Rp¾xRp¾ Si;KH - KH, Niro-Bügel;4250204486292;90289090;Stk;1;110,82;;2,50%;1,480;115,0;85,0;210,0
3628313;WZ-Anlage f. WZ ¾x110/130mm Rp½xRp½ Si;KH - KH, Niro-Bügel;4250204486308;90289090;Stk;1;110,82;;2,50%;1,500;115,0;85,0;210,0
3628314;WZ-Anlage f. WZ ¾x110/130mm Rp¾xRp¾ Si;KH - KH, Niro-Bügel;4250204486315;90289090;Stk;1;110,82;;2,50%;1,510;115,0;85,0;210,0
3628315;WZ-Anlage f. WZ ¾x165mm Rp½xRp½ Si;KH - KH, Niro-Bügel;4250204486322;90289090;Stk;1;110,82;;2,50%;1,747;;;
3628316;WZ-Anlage f. WZ ¾x165mm Rp¾xRp¾ Si;KH - KH, Niro-Bügel;4250204486339;90289090;Stk;1;110,82;;2,50%;1,670;;;
3648611;WZ-Anlage f. WZ ¾x80mm Rp½xRp½ Si;KH - KMR-KH, Niro-Bügel;4250204486346;90289090;Stk;1;208,20;;2,50%;2,147;115,0;85,0;210,0
3648612;WZ-Anlage f. WZ ¾x80mm Rp¾xRp¾ Si;KH - KMR-KH, Niro-Bügel;4250204486353;90289090;Stk;1;208,20;;2,50%;2,200;;;
3648614;WZ-Anlage f. WZ ¾x110/130mm Rp½xRp½ Si;KH - KMR-KH, Niro-Bügel;4250204486360;90289090;Stk;1;208,20;;2,50%;2,350;115,0;85,0;210,0
3648615;WZ-Anlage f. WZ ¾x110/130mm Rp¾xRp¾ Si;KH - KMR-KH, Niro-Bügel;4250204486377;90289090;Stk;1;208,20;;2,50%;2,250;115,0;85,0;210,0
3648616;WZ-Anlage f. WZ ¾x165mm Rp½xRp½ Si;KH - KMR-KH, Niro-Bügel;4250204486384;90289090;Stk;1;208,20;;2,50%;2,250;115,0;85,0;210,0
3648617;WZ-Anlage f. WZ ¾x165mm Rp¾xRp¾ Si;KH - KMR-KH, Niro-Bügel;4250204486391;90289090;Stk;1;208,20;;2,50%;2,200;115,0;85,0;210,0
3728001;WZ-Anlage f. WZ 1x105mm Rp1xR1 Si;FS - Gew-LAV, Niro-Bügel;4250204463538;90289090;Stk;1;147,82;;2,50%;2,200;312,0;;
3728002;WZ-Anlage f. WZ 1x105mm Rp1¼xR1 Si;FS - Gew-LAV, Niro-Bügel;4250204482003;90289090;Stk;1;157,72;;2,50%;2,300;331,0;;
3728003;WZ-Anlage f. WZ 1x105mm Rp1¼xR1¼ Si;FS - Gew-LAV, Niro-Bügel;4250204468212;90289090;Stk;1;172,05;;2,50%;1,920;334,0;;
3728004;WZ-Anlage f. WZ 1¼x150mm Rp1¼xR1¼ Si;FS - Gew-LAV, Niro-Bügel;4250204478020;90289090;Stk;1;240,39;;2,50%;2,060;215,0;83,0;465,0
3728005;WZ-Anlage f. WZ 1¼x150mm Rp1½xR1½ Si;FS - Gew-LAV, Niro-Bügel;4250204471830;90289090;Stk;1;286,77;;2,50%;3,540;215,0;83,0;465,0
3728006;WZ-Anlage f. WZ 2x200mm Rp2xR2 Si;FS - Gew-LAV, Niro-Bügel;4250204471847;90289090;Stk;1;642,61;;2,50%;6,310;255,0;94,0;537,0
3728013;WZ-Anlage f. WZ 1x105mm Rp1xR1;FS - Gew-LAV, Niro-Bügel;4250204464252;90289090;Stk;1;104,64;;2,50%;2,230;312,0;;
3728016;WZ-Anlage f. WZ 1x105mm Rp1¼xR1;FS - Gew-LAV, Niro-Bügel;4250204464269;90289090;Stk;1;111,49;;2,50%;2,200;331,0;;
3728017;WZ-Anlage f. WZ 1x105mm Rp1¼xR1¼;FS - Gew-LAV, Niro-Bügel;4250204464276;90289090;Stk;1;121,87;;2,50%;2,200;334,0;;
3728033;WZ-Anlage f. WZ 1¼x150mm Rp1¼xR1¼;FS - Gew-LAV, Niro-Bügel;4250204464283;90289090;Stk;1;170,23;;2,50%;3,457;215,0;83,0;465,0
3728036;WZ-Anlage f. WZ 1¼x150mm Rp1½xR1½;FS - Gew-LAV, Niro-Bügel;4250204464290;90289090;Stk;1;203,03;;2,50%;3,580;215,0;83,0;465,0
3728048;WZ-Anlage f. WZ 2x200mm Rp2xR2;FS - Gew-LAV, Niro-Bügel;4250204464306;90289090;Stk;1;454,86;;2,50%;7,513;215,0;83,0;465,0
3728101;WZ-Anlage f. WZ 1x190mm Rp1xR1 Si;FS - Gew-LAV, Niro-Bügel;4250204463545;90289090;Stk;1;144,29;;2,50%;2,223;399,0;;
3728101-K;WZ-Anlage f. WZ 1x190mm Rp1xR1 Si;FS - Gew-LAV, Niro-Bügel 70-95mm;4255651700113;90289090;Stk;1;144,29;;2,50%;2,223;399,0;;
3728102;WZ-Anlage f. WZ 1x190mm Rp1¼xR1 Si;FS - Gew-LAV, Niro-Bügel;4250204468229;90289090;Stk;1;153,91;;2,50%;2,425;417,0;;
3728103;WZ-Anlage f. WZ 1x190mm Rp1¼xR1¼ Si;FS - Gew-LAV, Niro-Bügel;4250204468236;90289090;Stk;1;168,39;;2,50%;2,535;420,0;;
3728103-K;WZ-Anlage f. WZ 1x190mm Rp1¼xR1¼ Si;FS - Gew-LAV, Niro-Bügel 70-95mm;4255651700120;90289090;Stk;1;168,39;;2,50%;2,535;420,0;;
3728104;WZ-Anlage f. WZ 1¼x260mm Rp1¼xR1¼ Si;FS - Gew-LAV, Niro-Bügel;4250204471854;90289090;Stk;1;237,49;;2,50%;3,571;215,0;83,0;465,0
3728105;WZ-Anlage f. WZ 1¼x260mm Rp1½xR1½ Si;FS - Gew-LAV, Niro-Bügel;4250204471861;90289090;Stk;1;284,65;;2,50%;3,490;215,0;83,0;465,0
3728106;WZ-Anlage f. WZ 2x300mm Rp2xR2 Si;FS - Gew-LAV, Niro-Bügel;4250204471878;90289090;Stk;1;644,46;;2,50%;7,500;255,0;94,0;537,0
3728113;WZ-Anlage f. WZ 1x190mm Rp1xR1;FS - Gew-LAV, Niro-Bügel;4250204464313;90289090;Stk;1;101,14;;2,50%;2,345;399,0;;
3728116;WZ-Anlage f. WZ 1x190mm Rp1¼xR1;FS - Gew-LAV, Niro-Bügel;4250204464320;90289090;Stk;1;107,86;;2,50%;2,200;417,0;;
3728117;WZ-Anlage f. WZ 1x190mm Rp1¼xR1¼;FS - Gew-LAV, Niro-Bügel;4250204464337;90289090;Stk;1;117,91;;2,50%;2,541;420,0;;
3728121;WZ-Anlage f. WZ 1¼x175mm Rp1xR1 Si;FS - Gew-LAV, Niro-Bügel, Österreich;4250204488418;90289090;Stk;1;175,71;;2,50%;2,428;399,0;;
3728122;WZ-Anlage f. WZ 1¼x175mm Rp1¼xR1 Si;FS - Gew-LAV, Niro-Bügel, Österreich;4250204488425;90289090;Stk;1;184,40;;2,50%;2,663;399,0;;
3728123;WZ-Anlage f. WZ 1¼x175mm Rp1¼xR1¼ Si;FS - Gew-LAV, Niro-Bügel, Österreich;4250204488432;90289090;Stk;1;196,93;;2,50%;2,763;399,0;;
3728125;WZ-Anlage f. WZ 1¼x175mm Rp1xR1;FS - Gew-LAV, Niro-Bügel, Österreich;4250204464344;90289090;Stk;1;135,15;;2,50%;2,427;399,0;;
3728126;WZ-Anlage f. WZ 1¼x175mm Rp1¼xR1;FS - Gew-LAV, Niro-Bügel, Österreich;4250204488449;90289090;Stk;1;141,85;;2,50%;2,518;399,0;;
3728127;WZ-Anlage f. WZ 1¼x175mm Rp1¼xR1¼;FS - Gew-LAV, Niro-Bügel, Österreich;4250204464351;90289090;Stk;1;151,46;;2,50%;2,601;420,0;;
3728133;WZ-Anlage f. WZ 1¼x260mm Rp1¼xR1¼;FS - Gew-LAV, Niro-Bügel;4250204464368;90289090;Stk;1;166,41;;2,50%;3,612;215,0;83,0;465,0
3728136;WZ-Anlage f. WZ 1¼x260mm Rp1½xR1½;FS - Gew-LAV, Niro-Bügel;4250204464375;90289090;Stk;1;199,36;;2,50%;3,600;215,0;83,0;465,0
3728148;WZ-Anlage f. WZ 2x300mm Rp2xR2;FS - Gew-LAV, Niro-Bügel;4250204464382;90289090;Stk;1;451,50;;2,50%;7,300;255,0;94,0;537,0
3728150;WZ-Anlage f. WZ 1x190/105mm Rp1xR1 Si;FS - Gew-LAV, Niro-Stellbügel;4250204463569;90289090;Stk;1;148,42;;2,50%;2,330;;;
3728151;WZ-Anlage f. WZ 1x190/105mm Rp1¼xR1 Si;FS - Gew-LAV, Niro-Stellbügel;4250204468243;90289090;Stk;1;157,89;;2,50%;2,600;;;
3728152;WZ-Anlage f. WZ 1x190/105mm Rp1¼xR1¼ Si;FS - Gew-LAV, Niro-Stellbügel;4250204468250;90289090;Stk;1;172,22;;2,50%;2,700;;;
3728153;WZ-Anlage f. WZ 1x190/105mm Rp1xR1;FS - Gew-LAV, Niro-Stellbügel;4250204464399;90289090;Stk;1;105,09;;2,50%;2,520;;;
3728156;WZ-Anlage f. WZ 1x190/105mm Rp1¼xR1;FS - Gew-LAV, Niro-Stellbügel;4250204464405;90289090;Stk;1;111,97;;2,50%;2,639;;;
3728157;WZ-Anlage f. WZ 1x190/105mm Rp1¼xR1¼;FS - Gew-LAV, Niro-Stellbügel;4250204464412;90289090;Stk;1;122,18;;2,50%;2,700;;;
3728201;WZ-Anlage f. WZ 1x105mm Rp1xRp1 Si;FS - FS, Niro-Bügel;4250204463521;90289090;Stk;1;213,39;;2,50%;2,810;377,0;;
3728202;WZ-Anlage f. WZ 1x105mm Rp1¼xRp1 Si;FS - FS, Niro-Bügel;4250204468267;90289090;Stk;1;238,72;;2,50%;3,156;397,0;;
3728203;WZ-Anlage f. WZ 1x105mm Rp1¼xRp1¼ Si;FS - FS, Niro-Bügel;4250204468274;90289090;Stk;1;267,55;;2,50%;3,628;417,0;;
3728204;WZ-Anlage f. WZ 1¼x150mm Rp1¼xRp1¼ Si;FS - FS, Niro-Bügel;4250204471885;90289090;Stk;1;356,48;;2,50%;4,581;215,0;83,0;465,0
3728205;WZ-Anlage f. WZ 1¼x150mm Rp1½xRp1½ Si;FS - FS, Niro-Bügel;4250204471892;90289090;Stk;1;408,94;;2,50%;4,700;215,0;83,0;465,0
3728206;WZ-Anlage f. WZ 2x200mm Rp2xRp2 Si;FS - FS, Niro-Bügel;4250204478037;90289090;Stk;1;1.025,48;;2,50%;9,500;255,0;94,0;537,0
3728213;WZ-Anlage f. WZ 1x105mm Rp1xRp1;FS - FS, Niro-Bügel;4250204435238;90289090;Stk;1;146,13;;2,50%;2,900;377,0;;
3728216;WZ-Anlage f. WZ 1x105mm Rp1¼xRp1;FS - FS, Niro-Bügel;4250204464429;90289090;Stk;1;163,39;;2,50%;3,200;397,0;;
3728217;WZ-Anlage f. WZ 1x105mm Rp1¼xRp1¼;FS - FS, Niro-Bügel;4250204464436;90289090;Stk;1;183,18;;2,50%;3,280;417,0;;
3728233;WZ-Anlage f. WZ 1¼x150mm Rp1¼xRp1¼;FS - FS, Niro-Bügel;4250204464443;90289090;Stk;1;244,22;;2,50%;4,760;215,0;83,0;465,0
3728236;WZ-Anlage f. WZ 1¼x150mm Rp1½xRp1½;FS - FS, Niro-Bügel;4250204454819;90289090;Stk;1;279,92;;2,50%;4,736;215,0;83,0;465,0
3728248;WZ-Anlage f. WZ 2x200mm Rp2xRp2;FS - FS, Niro-Bügel;4250204454826;90289090;Stk;1;701,96;;2,50%;9,350;260,0;210,0;400,0
3728301;WZ-Anlage f. WZ 1x190mm Rp1xRp1 Si;FS - FS, Niro-Bügel;4250204463514;90289090;Stk;1;209,59;;2,50%;2,890;462,0;;
3728301-K;WZ-Anlage f. WZ 1x190mm Rp1xRp1 Si;FS - FS, Niro-Bügel 70-95mm;4255651702971;90289090;Stk;1;209,59;;2,50%;2,890;462,0;;
3728302;WZ-Anlage f. WZ 1x190mm Rp1¼xRp1 Si;FS - FS, Niro-Bügel;4250204468281;90289090;Stk;1;235,04;;2,50%;3,300;482,0;;
3728303;WZ-Anlage f. WZ 1x190mm Rp1¼xRp1¼ Si;FS - FS, Niro-Bügel;4250204468298;90289090;Stk;1;264,35;;2,50%;3,200;502,0;;
3728304;WZ-Anlage f. WZ 1¼x260mm Rp1¼xRp1¼ Si;FS - FS, Niro-Bügel;4250204471908;90289090;Stk;1;354,04;;2,50%;4,700;215,0;83,0;465,0
3728305;WZ-Anlage f. WZ 1¼x260mm Rp1½xRp1½ Si;FS - FS, Niro-Bügel;4250204471915;90289090;Stk;1;406,81;;2,50%;4,850;215,0;83,0;465,0
3728306;WZ-Anlage f. WZ 2x300mm Rp2xRp2 Si;FS - FS, Niro-Bügel;4250204478044;90289090;Stk;1;1.034,18;;2,50%;10,200;255,0;94,0;537,0
3728313;WZ-Anlage f. WZ 1x190mm Rp1xRp1;FS - FS, Niro-Bügel;4250204435245;90289090;Stk;1;142,32;;2,50%;2,750;462,0;;
3728313-K;WZ-Anlage f. WZ 1x190mm Rp1xRp1;FS - FS, Niro-Bügel 70-95mm;4250204498455;90289090;Stk;1;142,32;;2,50%;2,750;462,0;;
3728316;WZ-Anlage f. WZ 1x190mm Rp1¼xRp1;FS - FS, Niro-Bügel;4250204464450;90289090;Stk;1;159,57;;2,50%;3,200;482,0;;
3728317;WZ-Anlage f. WZ 1x190mm Rp1¼xRp1¼;FS - FS, Niro-Bügel;4250204456950;90289090;Stk;1;179,39;;2,50%;2,900;502,0;;
3728321;WZ-Anlage f. WZ 1¼x175mm Rp1xRp1 Si;FS -FS, Niro-Bügel, Österreich;4250204488456;90289090;Stk;1;227,05;;2,50%;3,315;462,0;;
3728322;WZ-Anlage f. WZ 1¼x175mm Rp1¼xRp1 Si;FS -FS, Niro-Bügel, Österreich;4250204488463;90289090;Stk;1;249,44;;2,50%;1,000;462,0;;
3728323;WZ-Anlage f. WZ 1¼x175mm Rp1¼xRp1¼ Si;FS -FS, Niro-Bügel, Österreich;4250204488470;90289090;Stk;1;273,64;;2,50%;1,000;462,0;;
3728325;WZ-Anlage f. WZ 1¼x175mm Rp1xRp1;FS -FS, Niro-Bügel, Österreich;4250204464467;90289090;Stk;1;174,65;;2,50%;1,000;462,0;;
3728326;WZ-Anlage f. WZ 1¼x175mm Rp1¼xRp1;FS -FS, Niro-Bügel, Österreich;4250204488487;90289090;Stk;1;191,46;;2,50%;1,000;462,0;;
3728327;WZ-Anlage f. WZ 1¼x175mm Rp1¼xRp1¼;FS -FS, Niro-Bügel, Österreich;4250204464474;90289090;Stk;1;210,48;;2,50%;1,000;502,0;;
3728333;WZ-Anlage f. WZ 1¼x260mm Rp1¼xRp1¼;FS - FS, Niro-Bügel;4250204454833;90289090;Stk;1;240,39;;2,50%;4,550;215,0;83,0;465,0
3728336;WZ-Anlage f. WZ 1¼x260mm Rp1½xRp1½;FS - FS, Niro-Bügel;4250204456721;90289090;Stk;1;276,24;;2,50%;4,700;215,0;83,0;465,0
3728348;WZ-Anlage f. WZ 2x300mm Rp2xRp2;FS - FS, Niro-Bügel;4250204454840;90289090;Stk;1;701,96;;2,50%;10,100;255,0;94,0;537,0
3728353;WZ-Anlage f. WZ 1x190/105mm Rp1xRp1;FS - FS, Niro-Stellbügel;4250204464481;90289090;Stk;1;149,33;;2,50%;2,750;;;
3728356;WZ-Anlage f. WZ 1x190/105mm Rp1¼xRp1;FS - FS, Niro-Stellbügel;4250204464498;90289090;Stk;1;166,55;;2,50%;3,500;;;
3728357;WZ-Anlage f. WZ 1x190/105mm Rp1¼xRp1¼;FS - FS, Niro-Stellbügel;4250204464504;90289090;Stk;1;186,42;;2,50%;3,570;;;
3728650;WZ-Anlage f. WZ 1x190/105mm Rp1xR1 Si;FS - FS, Niro-Stellbügel;4250204463552;90289090;Stk;1;215,38;;2,50%;3,340;;;
3728651;WZ-Anlage f. WZ 1x190/105mm Rp1¼xRp1 Si;FS - FS, Niro-Stellbügel;4250204468304;90289090;Stk;1;240,26;;2,50%;3,340;;;
3728652;WZ-Anlage f. WZ 1x190/105mm Rp1¼xRp1¼ Si;FS - FS, Niro-Stellbügel;4250204468311;90289090;Stk;1;268,79;;2,50%;3,560;;;
3729501;WZ-Anlage f. WZ 1x105mm Rp1xRp1 Si;FS - KSR, Niro-Bügel;4250204463446;90289090;Stk;1;213,39;;2,50%;3,000;374,0;;
3729502;WZ-Anlage f. WZ 1x105mm Rp1¼xRp1 Si;FS - KSR, Niro-Bügel;4250204478051;90289090;Stk;1;238,72;;2,50%;3,000;394,0;;
3729503;WZ-Anlage f. WZ 1x105mm Rp1¼xRp1¼ Si;FS - KSR, Niro-Bügel;4250204478068;90289090;Stk;1;267,55;;2,50%;3,000;414,0;;
3729504;WZ-Anlage f. WZ 1¼x150mm Rp1¼xRp1¼ Si;FS - KSR, Niro-Bügel;4250204478075;90289090;Stk;1;356,48;;2,50%;3,000;280,0;88,0;320,0
3729505;WZ-Anlage f. WZ 1¼x150mm Rp1½xRp1½ Si;FS - KSR, Niro-Bügel;4250204478082;90289090;Stk;1;408,94;;2,50%;3,000;280,0;88,0;320,0
3729506;WZ-Anlage f. WZ 2x200mm Rp2xR2 Si;FS - KSR, Niro-Bügel;4250204478099;90289090;Stk;1;1.025,48;;2,50%;10,300;260,0;210,0;400,0
