mnr;KURZTEXT1;KURZTEXT2;GTIN;INTRASTATNUMMER;MENGENEINHEIT;PE;BRUTTOPREIS 2025;END PREIS;TZ;GEWICHT;B;H;T
3729536;WZ-Anlage f. WZ 1¼x150mm Rp1½xRp1½;;4250204435290;90289090;Stk;;286,92;;;4,5;280;88;320
3729548;WZ-Anlage f. WZ 2x200mm Rp2xR2;;4250204435306;90289090;Stk;;719,51;;;9;260;210;400
3729560;WZ-Anlage f. WZ ¾x80 mm Rp¾xRp¾;;4250204490077;90289090;Stk;;255,47;;;2,23;230;67;295
3729561;WZ-Anlage f. WZ ¾x110/130mm Rp¾xRp¾;;4250204490084;90289090;Stk;;255,60;;;2,3;230;67;295
3729562;WZ-Anlage f. WZ ¾x165mm Rp¾xRp¾;;4250204490091;90289090;Stk;;255,60;;;2,33;230;67;295
3729601;WZ-Anlage f. WZ 1x190mm Rp1xRp1 Si;;4250204463453;90289090;Stk;;214,83;;;2,85;230;67;295
3729601-K;WZ-Anlage f. WZ 1x190mm Rp1xRp1 Si;;4250204497519;90289090;Stk;;214,83;;;2,85;230;67;295
3729602;WZ-Anlage f. WZ 1x190mm Rp1¼xRp1 Si;;4250204478105;90289090;Stk;;240,92;;;3;230;67;295
3729603;WZ-Anlage f. WZ 1x190mm Rp1¼xRp1¼ Si;;4250204478112;90289090;Stk;;270,96;;;3,42;230;67;295
3729604;WZ-Anlage f. WZ 1¼x260mm Rp1¼xRp1¼ Si;;4250204478129;90289090;Stk;;362,89;;;4,62;215;83;465
3729605;WZ-Anlage f. WZ 1¼x260mm Rp1½xRp1½ Si;;4250204478136;90289090;Stk;;416,98;;;4,8;606;250;100
3729606;WZ-Anlage f. WZ 2x300mm Rp2xRp2 Si;;4250204478143;90289090;Stk;;1.060,03;;;10,3;255;94;537
3729607;WZ-Anlage f. WZ 1x220mm Rp1xRp1 Si;;4255651702995;90289090;Stk;;231,48;;;3,1;560;183;143
3729613;WZ-Anlage f. WZ 1x190mm Rp1xRp1;;4250204435320;90289090;Stk;;145,88;;;2,897;230;67;295
3729613-K;WZ-Anlage f. WZ 1x190mm Rp1xRp1;;4250204497526;90289090;Stk;;145,88;;;2,897;230;67;295
3729616;WZ-Anlage f. WZ 1x190mm Rp1¼xRp1;;4250204435337;90289090;Stk;;163,56;;;3,121;230;67;295
3729616-K;WZ-Anlage f. WZ 1x190mm Rp1¼xRP1;;4250204499926;90289090;Stk;;163,56;;;3,121;230;67;295
3729617;WZ-Anlage f. WZ 1x190mm Rp1¼xRp1¼;;4250204435344;90289090;Stk;;183,87;;;3,15;230;67;295
3729617-K;WZ-Anlage f. WZ 1x190mm Rp1¼xRp1¼;;4255651700137;90289090;Stk;;183,87;;;3,15;230;67;295
3729622;WZ-Anlage f. WZ 1¼x175mm Rp1xRp1, Si;;4250204488494;90289090;Stk;;232,73;;;3,5;230;67;295
3729623;WZ-Anlage f. WZ 1¼x175mm Rp1¼xRp1, Si;;4250204488500;90289090;Stk;;255,68;;;3,5;230;67;295
3729624;WZ-Anlage f. WZ 1¼x175mm Rp1¼xRp1¼, Si;;4250204488517;90289090;Stk;;280,48;;;3,55;230;67;295
3729625;WZ-Anlage f. WZ 1¼x175mm Rp1xRp1;;4250204435368;90289090;Stk;;179,02;;;3,35;230;67;295
3729626;WZ-Anlage f. WZ 1¼x175mm Rp1¼xRp1;;4250204473247;90289090;Stk;;196,25;;;3,5;230;67;295
3729627;WZ-Anlage f. WZ 1¼x175mm Rp1¼x Rp1¼;;4250204435375;90289090;Stk;;215,74;;;3,5;230;67;295
3729633;WZ-Anlage f. WZ 1¼x260mm Rp1¼xRp1¼;;4250204435382;90289090;Stk;;246,40;;;4,4;586;250;100
3729636;WZ-Anlage f. WZ 1¼x260mm Rp1½xRp1½;;4250204435399;90289090;Stk;;283,15;;;4,7;215;83;465
3729648;WZ-Anlage f. WZ 2x300mm Rp2xRp2;;4250204435412;90289090;Stk;;719,51;;;10,3;255;94;537
3729650;WZ-Anlage f. WZ 1x190/105mm Rp1x Rp1 Si;;4250204459906;90289090;Stk;;222,02;;;3;230;67;295
3729651;WZ-Anlage f. WZ 1x190/105mm Rp1¼xRp1 Si;;4250204459913;90289090;Stk;;247,66;;;1;230;67;295
3729652;WZ-Anlage f. WZ 1x190/105mm Rp1¼xRp1¼ Si;;4250204459920;90289090;Stk;;277,39;;;1;230;67;295
3729653;WZ-Anlage f. WZ 1x190/105mm Rp1xRp1;;4250204454857;90289090;Stk;;153,06;;;3,25;230;67;295
3729656;WZ-Anlage f. WZ 1x190/105mm Rp1¼xRp1;;4250204454864;90289090;Stk;;170,71;;;1;230;67;295
3729657;WZ-Anlage f. WZ 1x190/105mm Rp1¼xRp1¼;;4250204454871;90289090;Stk;;191,08;;;3,45;230;67;295
3739613;WZ-Probe-Anlage f. WZ 1x190mm Rp1xRp1;;4250204435436;90289090;Stk;;316,14;;;4,03;260;210;400
3739616;WZ-Probe-Anlage f. WZ 1x190mm Rp1¼xRp1;;4250204435443;90289090;Stk;;341,16;;;4,41;215;83;465
3739617;WZ-Probe-Anlage f. WZ 1x190mm Rp1¼xRp1¼;;4250204435450;90289090;Stk;;363,36;;;4,527;440;125;400
3739633;WZ-Probe-Anlage f. WZ 1¼x260mm Rp1¼xRp1¼;;4250204435467;90289090;Stk;;444,78;;;1;215;83;465
3739636;WZ-Probe-Anlage f. WZ 1¼x260mm Rp1½xRp1½;;4250204435474;90289090;Stk;;472,54;;;6;215;83;465
3748501;WZ-Anlage f. WZ 1x105mm Rp1xRp1 Si;;4250204468328;90289090;Stk;;265,64;;;3,4;230;67;295
3748502;WZ-Anlage f. WZ 1x105mm Rp1¼xRp1 Si;;4250204468335;90289090;Stk;;299,58;;;3,4;230;67;295
3748503;WZ-Anlage f. WZ 1x105mm Rp1¼xRp1¼ Si;;4250204468342;90289090;Stk;;322,86;;;3,4;230;67;295
3748504;WZ-Anlage f. WZ 1¼x150mm Rp1¼xRp1¼ Si;;4250204478150;90289090;Stk;;491,24;;;3,4;215;83;465
3748505;WZ-Anlage f. WZ 1¼x150mm Rp1½xRp1½ Si;;4250204478167;90289090;Stk;;548,64;;;3,4;215;83;465
3748506;WZ-Anlage f. WZ 2x200mm Rp2xRp2 Si;;4250204478174;90289090;Stk;;1.459,35;;;3,4;255;94;537
3748513;WZ-Anlage f. WZ 1x105mm Rp1xRp1;;4250204464511;90289090;Stk;;179,17;;;3,4;230;67;295
3748516;WZ-Anlage f. WZ 1x105mm Rp1¼xRp1;;4250204464528;90289090;Stk;;202,00;;;3,4;230;67;295
3748517;WZ-Anlage f. WZ 1x105mm Rp1¼xRp1¼;;4250204464535;90289090;Stk;;217,62;;;3,4;230;67;295
3748533;WZ-Anlage f. WZ 1¼x150mm Rp1¼xRp1¼;;4250204464542;90289090;Stk;;331,30;;;3,4;215;83;465
3748536;WZ-Anlage f. WZ 1¼x150mm Rp1½xRp1½;;4250204464559;90289090;Stk;;369,92;;;3,4;215;83;465
3748548;WZ-Anlage f. WZ 2x200mm Rp2xRp2;;4250204464566;90289090;Stk;;984,04;;;11,2;255;94;537
3748601;WZ-Anlage f. WZ 1x190mm Rp1xRp1 Si;;4250204465501;90289090;Stk;;261,74;;;3,4;0;0;0
3748601-K;WZ-Anlage f. WZ 1x190mm Rp1xRp1 Si;;4250204497533;90289090;Stk;;261,74;;;3,4;0;0;0
3748602;WZ-Anlage f. WZ 1x190mm Rp1¼xRp1 Si;;4250204468359;90289090;Stk;;296,15;;;3,4;0;0;0
3748602-K;WZ-Anlage f. WZ 1x190mm Rp1¼xRp1 Si;;4255651700144;90289090;Stk;;296,15;;;3,4;0;0;0
3748603;WZ-Anlage f. WZ 1x190mm Rp1¼xRp1¼ Si;;4250204468366;90289090;Stk;;319,28;;;3,9;0;0;0
3748604;WZ-Anlage f. WZ 1¼x260mm Rp1¼xRp1¼ Si;;4250204478181;90289090;Stk;;489,07;;;3,4;215;83;465
3748605;WZ-Anlage f. WZ 1¼x260mm Rp1½xRp1½ Si;;4250204478198;90289090;Stk;;546,91;;;5,7;215;83;465
3748606;WZ-Anlage f. WZ 2x300mm Rp2xRp2 Si;;4250204478204;90289090;Stk;;1.469,81;;;3,4;255;94;537
3748607;WZ-Anlage f. WZ 1¼x260mm Rp2xRp2 Si;;4250204493832;90289090;Stk;;657,09;;;5,7;215;83;465
3748613;WZ-Anlage f. WZ 1x190mm Rp1xRp1;;4250204464573;90289090;Stk;;175,43;;;3,4;0;0;0
3748616;WZ-Anlage f. WZ 1x190mm Rp1¼xRp1;;4250204464580;90289090;Stk;;198,10;;;3,4;0;0;0
3748617;WZ-Anlage f. WZ 1x190mm Rp1¼xRp1¼;;4250204464597;90289090;Stk;;213,89;;;3,85;583;0;0
3748621;WZ-Anlage f. WZ 1¼x175mm Rp1xRp1 Si;;4250204488524;90289090;Stk;;275,38;;;3,7;0;0;0
3748622;WZ-Anlage f. WZ 1¼x175mm Rp1¼x Rp1 Si;;4250204488531;90289090;Stk;;304,92;;;3,7;0;0;0
3748623;WZ-Anlage f. WZ 1¼x175mm Rp1¼xRp1¼ Si;;4250204488548;90289090;Stk;;323,00;;;3,7;0;0;0
3748625;WZ-Anlage f. WZ 1¼x175mm Rp1xRp1;;4250204464603;90289090;Stk;;211,87;;;3,7;0;0;0
3748626;WZ-Anlage f. WZ 1¼x175mm Rp1¼xRp1;;4250204488555;90289090;Stk;;234,57;;;3,7;0;0;0
3748627;WZ-Anlage f. WZ 1¼x175mm Rp1¼xRp1¼;;4250204464610;90289090;Stk;;248,45;;;3,7;0;0;0
3748633;WZ-Anlage f. WZ 1¼x260mm Rp1¼xRp1¼;;4250204464627;90289090;Stk;;327,53;;;3,4;215;83;465
3748636;WZ-Anlage f. WZ 1¼x260mm Rp1½xRp1½;;4250204464634;90289090;Stk;;366,17;;;3,4;215;83;465
3748648;WZ-Anlage f. WZ 2x300mm Rp2xRp2;;4250204464641;90289090;Stk;;984,04;;;11,2;255;94;537
3748650;WZ-Anlage f. WZ 1x190/105mm Rp1xRp1 Si;;4250204468373;90289090;Stk;;268,91;;;3,4;0;0;0
3748651;WZ-Anlage f. WZ 1x190/105mm Rp1¼xRp1 Si;;4250204468380;90289090;Stk;;303,01;;;3,4;0;0;0
3748652;WZ-Anlage f. WZ 1x190/105mm Rp1¼xRp1¼ Si;;4250204468397;90289090;Stk;;325,98;;;3,4;0;0;0
3748653;WZ-Anlage f. WZ 1x190/105mm Rp1xRp1;;4250204464658;90289090;Stk;;182,13;;;3,4;0;0;0
3748656;WZ-Anlage f. WZ 1x190/105mm Rp1¼xRp1;;4250204464665;90289090;Stk;;204,85;;;3,4;0;0;0
3748657;WZ-Anlage f. WZ 1x190/105mm Rp1¼xRp1¼;;4250204464672;90289090;Stk;;220,61;;;3,4;0;0;0
3828001;WZ-Anlage f. WZ 1x105mm Rp1xR1 Si;;4250204459937;90289090;Stk;;124,61;;;1,86;230;67;295
3828002;WZ-Anlage f. WZ 1x105mm Rp1¼xR1 Si;;4250204459944;90289090;Stk;;137,90;;;2;230;67;295
3828003;WZ-Anlage f. WZ 1x105mm Rp1¼xR1¼ Si;;4250204459951;90289090;Stk;;154,17;;;2;230;67;295
3828004;WZ-Anlage f. WZ 1¼x150mm Rp1¼xR1¼ Si;;4250204459968;90289090;Stk;;225,76;;;2;280;88;320
3828005;WZ-Anlage f. WZ 1¼x150mm Rp1½xR1½ Si;;4250204459975;90289090;Stk;;270,04;;;3;280;88;320
3828006;WZ-Anlage f. WZ 2x200mm Rp2xR2 Si;;4250204459982;90289090;Stk;;615,24;;;6,5;255;94;537
3828013;WZ-Anlage f. WZ 1x105mm Rp1xR1;;4250204435481;90289090;Stk;;89,29;;;1,86;230;67;295
3828016;WZ-Anlage f. WZ 1x105mm Rp1¼xR1;;4250204435498;90289090;Stk;;98,80;;;2;230;67;295
3828017;WZ-Anlage f. WZ 1x105mm Rp1¼xR1¼;;4250204435504;90289090;Stk;;110,38;;;2;230;67;295
3828033;WZ-Anlage f. WZ 1¼x150mm Rp1¼xR1¼;;4250204435511;90289090;Stk;;161,66;;;2;280;88;320
3828036;WZ-Anlage f. WZ 1¼x150mm Rp1½xR1½;;4250204435528;90289090;Stk;;193,40;;;3;280;88;320
3828048;WZ-Anlage f. WZ 2x200mm Rp2xR2;;4250204435535;90289090;Stk;;440,59;;;6,5;255;94;537
3828101;WZ-Anlage f. WZ 1x190mm Rp1xR1 Si;;4250204459999;90289090;Stk;;121,47;;;2,33;230;67;295
3828102;WZ-Anlage f. WZ 1x190mm Rp1¼xR1 Si;;4250204460001;90289090;Stk;;134,01;;;2,43;230;67;295
3828103;WZ-Anlage f. WZ 1x190mm Rp1¼xR1¼ Si;;4250204460018;90289090;Stk;;150,74;;;2,43;230;67;295
3828104;WZ-Anlage f. WZ 1¼x260mm Rp1¼xR1¼ Si;;4250204460025;90289090;Stk;;222,78;;;2,43;215;83;465
3828105;WZ-Anlage f. WZ 1¼x260mm Rp1½xR1½ Si;;4250204460032;90289090;Stk;;267,53;;;3,49;215;83;465
3828106;WZ-Anlage f. WZ 2x300mm Rp2xR2 Si;;4250204460049;90289090;Stk;;621,64;;;7,25;255;94;537
3828113;WZ-Anlage f. WZ 1x190mm Rp1xR1;;4250204435542;90289090;Stk;;86,15;;;2,33;230;67;295
3828113-K;WZ-Anlage f. WZ 1x190mm Rp1xR1;;4255651700151;90289090;Stk;;86,15;;;2,33;230;67;295
3828116;WZ-Anlage f. WZ 1x190mm Rp1¼xR1;;4250204435559;90289090;Stk;;95,22;;;2,43;230;67;295
3828117;WZ-Anlage f. WZ 1x190mm Rp1¼xR1¼;;4250204435566;90289090;Stk;;106,92;;;2,43;230;67;295
3828121;WZ-Anlage f. WZ 1¼x175mm Rp1xR1 Si;;4250204488562;90289090;Stk;;154,23;;;1;230;67;295
3828122;WZ-Anlage f. WZ 1¼x175mm Rp1¼xR1 Si;;4250204488579;90289090;Stk;;166,02;;;1;230;67;295
3828123;WZ-Anlage f. WZ 1¼x175mm Rp1¼xR1¼ Si;;4250204488586;90289090;Stk;;178,00;;;1;230;67;295
3828125;WZ-Anlage f. WZ 1¼x175mm Rp1xR1;;4250204435573;90289090;Stk;;118,67;;;1;230;67;295
3828126;WZ-Anlage f. WZ 1¼x175mm Rp1¼xR1;;4250204488593;90289090;Stk;;127,73;;;1;230;67;295
3828127;WZ-Anlage f. WZ 1¼x175mm Rp1¼xR1¼;;4250204435580;90289090;Stk;;136,97;;;1;230;67;295
3828133;WZ-Anlage f. WZ 1¼x260mm Rp1¼xR1¼;;4250204435597;90289090;Stk;;157,93;;;2,43;215;83;465
3828136;WZ-Anlage f. WZ 1¼x260mm Rp1½xR1½;;4250204435603;90289090;Stk;;189,63;;;3,49;215;83;465
3828147;WZ-Anlage f. WZ 2½x270mm Rp2xR2;;4250204496307;90289090;Stk;;732,84;;;6,65;577;260;100
3828148;WZ-Anlage f. WZ 2x300mm Rp2xR2;;4250204435610;90289090;Stk;;440,59;;;7,25;255;94;537
3828150;WZ-Anlage f. WZ 1x190/105mm Rp1xR1 Si;;4250204460056;90289090;Stk;;125,23;;;2,33;230;67;295
3828151;WZ-Anlage f. WZ 1x190/105mm Rp1¼xR1 Si;;4250204460063;90289090;Stk;;138,36;;;2,43;230;67;295
3828152;WZ-Anlage f. WZ 1x190/105mm Rp1¼xR1¼ Si;;4250204460070;90289090;Stk;;154,80;;;2,43;230;67;295
3828153;WZ-Anlage f. WZ 1x190/105mm Rp1xR1;;4250204454895;90289090;Stk;;89,76;;;2,33;230;67;295
3828156;WZ-Anlage f. WZ 1x190/105mm Rp1¼xR1;;4250204454901;90289090;Stk;;99,26;;;2,43;230;67;295
3828157;WZ-Anlage f. WZ 1x190/105mm Rp1¼xR1¼;;4250204454918;90289090;Stk;;111,00;;;2,43;230;67;295
3828201;WZ-Anlage f. WZ 1x105mm Rp1xR1 Si;;4250204460087;90289090;Stk;;157,93;;;1,86;230;67;295
3828202;WZ-Anlage f. WZ 1x105mm Rp1¼xR1 Si;;4250204460094;90289090;Stk;;174,49;;;2;230;67;295
3828203;WZ-Anlage f. WZ 1x105mm Rp1¼xR1¼ Si;;4250204460100;90289090;Stk;;196,71;;;2;230;67;295
3828204;WZ-Anlage f. WZ 1¼x150mm Rp1¼xR1¼ Si;;4250204460117;90289090;Stk;;285,19;;;2;280;88;320
3828205;WZ-Anlage f. WZ 1¼x150mm Rp1½xR1½ Si;;4250204460124;90289090;Stk;;333,34;;;3;215;83;465
3828206;WZ-Anlage f. WZ 2x200mm Rp2xR2 Si;;4250204460131;90289090;Stk;;761,24;;;6,5;440;125;400
3828213;WZ-Anlage f. WZ 1x105mm Rp1xR1;;4250204435627;90289090;Stk;;114,44;;;1,86;230;67;295
3828216;WZ-Anlage f. WZ 1x105mm Rp1¼xR1;;4250204435634;90289090;Stk;;126,49;;;2;230;67;295
3828217;WZ-Anlage f. WZ 1x105mm Rp1¼xR1¼;;4250204435641;90289090;Stk;;142,74;;;2;230;67;295
3828233;WZ-Anlage f. WZ 1¼x150mm Rp1¼xR1¼;;4250204435658;90289090;Stk;;206,86;;;2;280;88;320
3828236;WZ-Anlage f. WZ 1¼x150mm Rp1½xR1½;;4250204435665;90289090;Stk;;241,72;;;3;280;88;320
3828248;WZ-Anlage f. WZ 2x200mm Rp2xR2;;4250204435672;90289090;Stk;;551,89;;;6,5;260;210;400
3828301;WZ-Anlage f. WZ 1x190mm Rp1xR1 Si;;4250204460148;90289090;Stk;;154,31;;;2,33;230;67;295
3828301-K;WZ-Anlage f. WZ 1x190mm Rp1xRp1 Si;;4250204498462;90289090;Stk;;154,31;;;2,33;230;67;295
3828302;WZ-Anlage f. WZ 1x190mm Rp1¼xR1 Si;;4250204460155;90289090;Stk;;171,20;;;2;230;67;295
3828303;WZ-Anlage f. WZ 1x190mm Rp1¼xR1¼ Si;;4250204460162;90289090;Stk;;193,73;;;2,43;230;67;295
3828304;WZ-Anlage f. WZ 1¼x260mm Rp1¼xR1¼ Si;;4250204460179;90289090;Stk;;282,68;;;2,43;215;83;465
3828305;WZ-Anlage f. WZ 1¼x260mm Rp1½xR1½ Si;;4250204460186;90289090;Stk;;331,30;;;4,1;215;83;465
3828306;WZ-Anlage f. WZ 2x300mm Rp2xR2 Si;;4250204460193;90289090;Stk;;768,14;;;7,25;255;94;537
3828313;WZ-Anlage f. WZ 1x190mm Rp1xR1;;4250204435689;90289090;Stk;;110,85;;;2,6;230;67;295
3828316;WZ-Anlage f. WZ 1x190mm Rp1¼xR1;;4250204435696;90289090;Stk;;123,04;;;2;230;67;295
3828317;WZ-Anlage f. WZ 1x190mm Rp1¼xR1¼;;4250204435702;90289090;Stk;;139,14;;;2,43;230;67;295
3828321;WZ-Anlage f. WZ 1¼x175mm Rp1xRp1 Si;;4250204488609;90289090;Stk;;190,67;;;2,5;230;67;295
3828322;WZ-Anlage f. WZ 1¼x175mm Rp1¼xRp1 Si;;4250204488616;90289090;Stk;;206,58;;;2,5;230;67;295
3828323;WZ-Anlage f. WZ 1¼x175mm Rp1¼xRp1¼ Si;;4250204488623;90289090;Stk;;223,17;;;2,5;230;67;295
3828325;WZ-Anlage f. WZ 1¼x175mm Rp1xRp1;;4250204435719;90289090;Stk;;146,68;;;2,5;230;67;295
3828326;WZ-Anlage f. WZ 1¼x175mm Rp1¼xRp1;;4250204488630;90289090;Stk;;158,90;;;2,5;230;67;295
3828327;WZ-Anlage f. WZ 1¼x175mm Rp1¼xRp1¼;;4250204435726;90289090;Stk;;171,69;;;2,5;230;67;295
3828333;WZ-Anlage f. WZ 1¼x260mm Rp1¼xR1¼;;4250204435733;90289090;Stk;;203,08;;;3,9;215;83;465
3828336;WZ-Anlage f. WZ 1¼x260mm Rp1½xR1½;;4250204435740;90289090;Stk;;238,12;;;4,1;215;83;465
3828347;WZ-Anlage f. WZ 2½x270mm Rp2xRp2;;4250204496314;90289090;Stk;;857,34;;;8,55;255;94;537
3828348;WZ-Anlage f. WZ 2x300mm Rp2xRp2;;4250204435757;90289090;Stk;;551,89;;;8,7;255;94;537
3828350;WZ-Anlage f. WZ 1x190/105mm Rp1xRp1 Si;;4250204460209;90289090;Stk;;158,55;;;2,33;230;67;295
3828351;WZ-Anlage f. WZ 1x190/105mm Rp1¼xRp1 Si;;4250204460216;90289090;Stk;;174,95;;;2;230;67;295
3828352;WZ-Anlage f. WZ 1x190/105mm Rp1¼xR1¼ Si;;4250204460223;90289090;Stk;;197,16;;;2,43;230;67;295
3828353;WZ-Anlage f. WZ 1x190/105mm Rp1xRp1;;4250204454925;90289090;Stk;;115,07;;;2,8;230;67;295
3828356;WZ-Anlage f. WZ 1x190/105mm Rp1¼xRp1;;4250204454932;90289090;Stk;;126,97;;;2;230;67;295
3828357;WZ-Anlage f. WZ 1x190/105mm Rp1¼xRp1¼;;4250204454949;90289090;Stk;;143,21;;;2,43;230;67;295
3829301;WZ-Anlage f. WZ 1x190mm Rp1xRp1 Si;;4255651703466;90289090;Stk;;186,99;;;2,76;230;67;295
3829304;WZ-Anlage f. WZ 1¼x260mm Rp1¼xRp1¼ Si;;4255651703473;90289090;Stk;;201,99;;;4,4;215;83;465
3829306;WZ-Anlage f. WZ 2x300mm Rp2xRp2 Si;;4255651703480;90289090;Stk;;1.008,74;;;9,62;255;94;537
3829501;WZ-Anlage f. WZ 1x105mm Rp1xR1 Si;;4250204460230;90289090;Stk;;190,62;;;2,64;230;67;295
3829502;WZ-Anlage f. WZ 1x105mm Rp1¼xR1 Si;;4250204460247;90289090;Stk;;218,90;;;2,8;230;67;295
3829503;WZ-Anlage f. WZ 1x105mm Rp1¼xR1¼ Si;;4250204460254;90289090;Stk;;250,02;;;3,37;230;67;295
3829504;WZ-Anlage f. WZ 1¼x150mm Rp1¼x1¼ Si;;4250204460261;90289090;Stk;;342,09;;;4,25;230;67;295
3829505;WZ-Anlage f. WZ 1¼x150mm Rp1½x1½ Si;;4250204460278;90289090;Stk;;392,28;;;4,7;280;88;320
3829506;WZ-Anlage f. WZ 2x200mm Rp2xR2 Si;;4250204460285;90289090;Stk;;999,85;;;9,37;260;210;400
3829513;WZ-Anlage f. WZ 1x105mm Rp1xR1;;4250204435849;90289090;Stk;;132,27;;;2,64;230;67;295
3829516;WZ-Anlage f. WZ 1x105mm Rp1¼xR1;;4250204435856;90289090;Stk;;151,80;;;2,8;230;67;295
3829517;WZ-Anlage f. WZ 1x105mm Rp1¼xR1¼;;4250204435863;90289090;Stk;;173,54;;;3,37;230;67;295
3829533;WZ-Anlage f. WZ 1¼x150mm Rp1¼x1¼;;4250204435870;90289090;Stk;;237,17;;;4,25;280;88;320
3829536;WZ-Anlage f. WZ 1¼x150mm Rp1½x1½;;4250204435887;90289090;Stk;;272,05;;;4,7;280;88;320
3829548;WZ-Anlage f. WZ 2x200mm Rp2xR2;;4250204435894;90289090;Stk;;693,41;;;9,37;440;125;400
3829601;WZ-Anlage f. WZ 1x190mm Rp1xRp1 Si;;4250204460292;90289090;Stk;;186,99;;;2,76;230;67;295
3829601-K;WZ-Anlage f. WZ 1x190mm Rp1xRp1 Si;;4250204498479;90289090;Stk;;186,99;;;2,76;230;67;295
3829602;WZ-Anlage f. WZ 1x190mm Rp1¼xRp1 Si;;4250204460308;90289090;Stk;;215,28;;;2,76;230;67;295
3829603;WZ-Anlage f. WZ 1x190mm Rp1¼xRp1¼ Si;;4250204460315;90289090;Stk;;246,88;;;3,49;230;67;295
3829604;WZ-Anlage f. WZ 1¼x260mm Rp1¼xRp1¼ Si;;4250204460322;90289090;Stk;;339,58;;;4,4;215;83;465
3829605;WZ-Anlage f. WZ 1¼x260mm Rp1½xRp1½ Si;;4250204460339;90289090;Stk;;390,09;;;4,85;215;83;465
3829606;WZ-Anlage f. WZ 2x300mm Rp2xRp2 Si;;4250204460346;90289090;Stk;;1.008,74;;;9,62;255;94;537
3829607;WZ-Anlage f. WZ 1x220mm Rp1xR1 Si;;4255651703008;90289090;Stk;;212,69;;;2,85;560;183;143
3829613;WZ-Anlage f. WZ 1x190mm Rp1xRp1;;4250204435900;90289090;Stk;;128,68;;;2,85;230;67;295
3829614;WZ-Anlage f. WZ 1x220mm Rp1xR1;;4255651703015;90289090;Stk;;149,69;;;2,9;560;183;143
3829616;WZ-Anlage f. WZ 1x190mm Rp1¼xRp1;;4250204435917;90289090;Stk;;148,07;;;3;230;67;295
3829617;WZ-Anlage f. WZ 1x190mm Rp1¼xRp1¼;;4250204435924;90289090;Stk;;169,80;;;3,49;230;67;295
3829621;WZ-Anlage f. WZ 1¼x175mm Rp1xRp1 Si;;4250204488647;90289090;Stk;;212,94;;;3;230;67;295
3829622;WZ-Anlage f. WZ 1¼x175mm Rp1¼xRp1 Si;;4250204488654;90289090;Stk;;238,28;;;3;230;67;295
3829623;WZ-Anlage f. WZ 1¼x175mm Rp1¼xRp1 Si;;4250204488661;90289090;Stk;;264,05;;;3;230;67;295
3829625;WZ-Anlage f. WZ 1¼x175mm Rp1xRp1;;4250204435948;90289090;Stk;;163,85;;;3;230;67;295
3829626;WZ-Anlage f. WZ 1¼x175mm Rp1¼xRp1;;4250204488678;90289090;Stk;;183,26;;;3;230;67;295
3829627;WZ-Anlage f. WZ 1¼x175mm Rp1¼xRp1¼;;4250204435955;90289090;Stk;;203,08;;;3;230;67;295
3829633;WZ-Anlage f. WZ 1¼x260mm Rp1¼xRp1¼;;4250204435962;90289090;Stk;;233,60;;;4,4;586;250;100
3829636;WZ-Anlage f. WZ 1¼x260mm Rp1½xRp1½;;4250204435979;90289090;Stk;;268,15;;;4,85;215;83;465
3829648;WZ-Anlage f. WZ 2x300mm Rp2xRp2;;4250204435993;90289090;Stk;;693,41;;;9,62;255;94;537
3829650;WZ-Anlage f. WZ 1x190/105mm Rp1xRp1 Si;;4250204460353;90289090;Stk;;193,86;;;2,76;230;67;295
3829651;WZ-Anlage f. WZ 1x190/105mm Rp1¼xRp1 Si;;4250204460360;90289090;Stk;;221,70;;;2,76;230;67;295
3829652;WZ-Anlage f. WZ 1x190/105mm Rp1¼xRp1¼ Si;;4250204460377;90289090;Stk;;252,81;;;3,49;230;67;295
3829653;WZ-Anlage f. WZ 1x190/105mm Rp1xRp1;;4250204455014;90289090;Stk;;135,57;;;2,76;230;67;295
3829656;WZ-Anlage f. WZ 1x190/105mm Rp1¼xRp1;;4250204455021;90289090;Stk;;154,95;;;2,76;230;67;295
3829657;WZ-Anlage f. WZ 1x190/105mm Rp1¼xRp1¼;;4250204455038;90289090;Stk;;176,67;;;3,49;230;67;295
3839613;WZ-Probe-Anlage f. WZ 1x190mm Rp1xRp1;;4250204436006;90289090;Stk;;316,14;;;3,75;440;125;400
3839616;WZ-Probe-Anlage f. WZ 1x190mm Rp1¼xRp1;;4250204436013;90289090;Stk;;341,16;;;4,245;440;125;400
3839617;WZ-Probe-Anlage f. WZ 1x190mm Rp1¼x1¼;;4250204436020;90289090;Stk;;363,36;;;4,362;440;125;400
3839633;WZ-Probe-Anlage f. WZ 1¼x260mm Rp1¼x1¼;;4250204436037;90289090;Stk;;453,56;;;5,262;83;215;465
3839636;WZ-Probe-Anlage f. WZ 1¼x260mm Rp1½x1½;;4250204436044;90289090;Stk;;482,02;;;5,421;83;215;465
3848501;WZ-Anlage f. WZ 1x105mm Rp1xR1 Si;;4250204460384;90289090;Stk;;204,05;;;3,25;230;67;295
3848502;WZ-Anlage f. WZ 1x105mm Rp1¼xR1 Si;;4250204460391;90289090;Stk;;228,41;;;3,25;479;0;0
3848503;WZ-Anlage f. WZ 1x105mm Rp1¼x1¼ Si;;4250204460407;90289090;Stk;;245,00;;;3,37;499;0;0
